label,text
1,"******* SPOILER! ********<br /><br />i saw this gr8 film a few years back, its a lovely story about a young fella who wants to drink his mothers milk at the breast but she thinks he is to old for it. he ends up lusting after another ladies breasts and ends up in competition with his brother who fancies her. throw in a jealous husband of this woman who cannot get ""aroused"" and you have a cheeky yet warm story about love, friendship and lovely pairs of jugs hehe<br /><br />its brilliant<br /><br />dont be put off by sub-tit-les hehe!"
0,"Many King fans hate this because it departed from the book, but film is a different medium and books should change when they make the jump. That notwithstanding, the movie does fail completely, but it fails entirely on film terms. I'd like to smack the people who tell me it's the scariest movie ever made. I always follow up with the question ""Really... exactly what scene scared you?"" Every fan I've asked, goes silent. Occasionally someone, at a loss for a decent scare (There are none...), names the ""Grape-juice-shooting-out-of-elevators"" shtick. If you're afraid of that, I don't know what to tell you, except maybe that you're easily scared. I just rolled my eyes watching these z-grade horror ideas play out in this schlocky, incoherent movie.<br /><br />One place it diverts from the book and really is insipid is the tedious work the movie does to get Mr Halloran up to the Overlook only to kill him; with the dumbest member of the audience knowing that Jack is waiting behind one of the columns in the corridor that it takes Halloran FOREVER to walk down. Really one of the stupidest sequences ever put on film. <br /><br />Oh, and nice choice for Mr. Halloran's artwork Stanley! Black light afro-nymphomaniacs really add to the mood and character development of a horror movie. Has there ever been a more ""off,"" out-of-place shot in any movie ever made?<br /><br />I consider it a miracle that I was eventually able to bypass this turd, and agree that Kubricks 2001 is a truly important film, given the immense 'bad will' generated by both this stupid, stupid movie, and the cult of fawning but inarticulate Kubrick fan-boys, who couldn't describe an idea at work in it with every film resource in the Library of Congress in front of them. <br /><br />Toss in the grotesque overacting of Jack Nicholson, the introduction of dumb one-liners at tense moments, and the Razzie nominated performance of Shelly Duvall and you have a very crappy movie."
1,"This is such a great film! Never mind the low rating here. I really have no idea where that came from, they must be discussing a different film then. Because I absolutely loved it and found it to be a little hidden treasure. <br /><br />It's story was so original and charming.. I really can't think of anything bad to say about it. Maybe it has to be ''your type of thing'', but, I saw this with my sister and my mother, and we all were taken by it. <br /><br />The acting was also very good, and that is hard to do in a film like this. But I found all the characters very intriguing and sympathetic. <br /><br />I've always been very fond of Dougray Scott and found his new ''dark'' role very interesting. It is really awful hard to get me to like a bad guy, but I absolutely had no problem with that this time. Even more so, I adored him. <br /><br />Everyone who loves a good thriller/drama that also has a good dose of love and tragedy should definitely go see this film, no question about that! Anyone wanting to see a film with 80% bloodshed, should go rent something else, though.. But I guess the title already kind of gives that away. This is a love story, not Saw 3.<br /><br />I give this film 4 out of five stars!!! Good job!!!<br /><br />xxx Enjoy!"
0,"I looked forward to watching this film and then realised that any hope of a coherent dialogue between the actors was swamped by the unnecessary swearing. Now I am not a prude in any way, but to shout obscenities at each other does not a good film make. Ewan Bremner is arguably one of the worst actors in the world at this time (witness his performance in the god awful Life of Stuff) & his ""Cockney"" accent is almost as bad as his Edinburgh accent. Avoid. How many more of these films ""Kiss Kiss Bang Bang"", ""Beautiful Creatures"" do we have to suffer before the film makers realise that the f-word, the c- word etc does not replace proper dialogue."
1,"A very good start. I was a bit surprised to find the machinery not quite so advanced: It should have been cruder, to match we saw in the original series. The cast is interesting, although the Vulkan lady comes across as a little too human. She needs to school on Spock who, after all, is the model for this race. Too bad they couldn't have picked Jeri Ryan. I like Ms. Park, the Korean(?)lady. The doctor has possibilities. Haven't sorted out the other males, except for the black guy. He's a really likeable. Bakula needs to find his niche--In QL his strong point was his sense of humor and his willingness to try anything. He is, of course, big and strong enough for the heroics. The heavies were OK, although I didn't like their make-up."
1,"I sit through movies like ""Tiempo de valientes"" and I want to talk about cinema for hours. The admiration this movie caused me is beyond my own limits of explanation, because I'm watching the scenes of the film and I search inside my thoughts for film-making ideas and dialogue innovations that could emerge from something bigger than Damian Szifron's mind.<br /><br />Looking the environment, so uncompromised, so simple, I'm thinking; this man is a genius. No wonder he created what is probably the best television show Argentina ever witnessed, and then a first movie full of elements some contemporary directors haven't still achieved. ""El fondo del mar"" is the name and, it awakened (a few years ago), my enthusiasm for our everyday cinema.<br /><br />Starting his journey from people's daily real lives, Szifron goes where Pablo Trapero never could in ""El Bonaerense""; the Federal Police Department's life. Trapero's film was a journey into a man's mind and experiences, not into the places he saw. Yes, there was a detailed training and lots of crime situations, but Szifron in ""in there"", his is more of a detective story, like the ones we know and love, with the mysteries and the thrilling music.<br /><br />But there's a lot of humanity in his writing, and he shows us his investigation through the eyes of his main characters, Alfredo Díaz and Mariano Silverstein. There are a lot of actors of great caliber in the film, but these two actors are the ones the film can't do without. The first character (Luis Luque) is a detective that has just found out his wife cheats on him; and has to work on a case.<br /><br />The second one is a psychiatrist that is assigned the treatment of the detective. He wants to deal with him in regular sessions but the sheriff takes advantage of the time disposition and suggests he joins Díaz in his routines: ""It's nothing, the usual stuff; no problem"". But it is bigger than that, and it will unfold a part of the doctor's personality he didn't know.<br /><br />The relationship developed between the two leads can't be explained unless it is observed, because it regards such a complexity that demonstrates how talented are some men like Szifron that are trying, today, to leave a signature in our history. Reaching points of unbelievable spontaneity, during a high pressure situation, Díaz tells Silverstein: ""How do we continue our treatment?"", and Silverstein answers: ""No, I'm not your doctor. You call me to have dinner; I'm your friend"": we laugh because we can't help it.<br /><br />And we can't help laughing when Díaz crashes a car in the street and doesn't gives importance to it, or when he trespasses all the red lights in the street, or when he smokes pot in his police patrol and Silverstein can't believe it (but then smokes it too because he's screwed up); or when Silverstein tries to be friendly with Díaz's robber friends. Magic from Diego Peretti is what we receive there. He, a psychiatrist himself, gives a performance in plan ""Locas de amor"", but impresses with all his range. Luis Luque on the other hand, is back on track with a top-notch portrayal that reminds us the great actor he is.<br /><br />There's a passion I have for this, and as I said, I could write about it for hours, but unfortunately that's not the way it works and I have to be precise and summarize. Although I have to watch a lot of the old movies and study them, I could assure that ""Tiempo de valientes"" is the comedy Argentina had been waiting for and never gotUntil now."
1,"I laughed a lot while watching this. It's an amusing short with a fun musical act and a lot of wackiness. The characters are simple, but their simplicity adds to the humor stylization. The dialog is funny and often unexpected, and from the first line to the last everything just seems to flow wonderfully. There's Max, who has apparently led a horrible life. And there's Edward, who isn't sure what life he wants to lead. My favorite character was Tom, Edward's insane boss. Tom has a short role but a memorable one. Highly recommended for anyone who likes silly humor. And you can find it online now, which is a bonus! I am a fan of all of Jason's cartoons and can't wait to see what he comes out with next."
0,"Disowned by Richard C. Sarafian, this disaster stunk up Japanese theaters before coming to the States and going immediately to video, where it was not seen again until the Turner networks needed something other than infomercials to fill their 3am-6am time slots and found this tape at the bottom of their bin. The Smithee name is supposed to be used when the studio hacks the movie so badly that the director no longer wants his name attached to it. But I'm afraid that Sarafian can not blame the studio entirely on this one. The actors, mostly recent graduates of ""Overacting 101"", deliver one cornball line after another. The plot is convoluted. The special effects are unimpressive. The parts that aren't laughable are just plain boring. The script or the book must have been good - why else would Palance, Matheson, Boyle, or Heston agree to appear in this dud? But something went horribly wrong from the page to the screen. Summary: Avoid. Not even bad enough to be so-bad-it's-good."
0,This movie looked like it was going to be really funny. I was very excited to see it but was very disappointed. It was very unrealistic. The plot was also pretty weak. I was expecting it to be really funny but the jokes weren't even that good. I was also really disappointed with the ending. I would not recommend this movie to anyone.
0,"I just saw this at the Venice Film Festival, and can't quite decide about it. We were never allowed to get close enough to any of the characters to care about them. Maybe that was the point, that we are all in a ""bubble"" of our own, but these people didn't compel me to be concerned about them or shocked at their various fates. At a running time of just over an hour, the characters weren't very well developed. Lots of time was devoted to shots of factory equipment (forklifts, conveyor belts, shovels); and the slightly-creepy-looking baby dolls with surprisingly lifelike eyes, that most of the characters made for a living, were somehow more interesting than the live people. An interesting experiment, but somehow it never quite came together."
0,"For the record, this film is intriguing but its hardly original. Back in 1998 a movie starring Talia Shire called The Landlady had almost the exact same plot but with younger characters.<br /><br />The story is Amanda Lear has had a bad life, abusive father, horny doctor, mental homes, etc. She's finally released from the happy home under the guidance of her perverted doctor...who she anally abuses and kills the poor guy. (now THAT was original) The doctor had financed a mansion for her before she killed him and buried the sucker in the backyard. After moving in she falls in love with a stud named Richard, who just happens to be married to a blues singer. If you've seen The Landlady you know the rest, she kills or tries to kill anyone that gets in between her and Richard (including a roadie).<br /><br />Much of the idea's came from the previous movie, same idiot sidekick that sticks his nose in, same spying on the guy with a bowl of popcorn, same flying a bodypress. It did have some original material, the beer bottle thing was brutal. The highlight of the movie was Amanda's beautiful breasts in the hot-top scene. Somewhat of a ripoff but not a total waste of time.<br /><br />4 out of 10"
0,"Republic pictures comes late in the game to the ""werewolf"" er Werecat genre. The plot has a writer returning to Paris after a long trip abroad during which he developed jungle fear during which he had blackouts. He is arriving to great acclaim as his novel that parallels an infamous trial is a best seller. The French government wants to know if he had access to secret documents, something that seems more likely when an official is killed by a ""catman"". Suspicion really falls on the writer when his fiancé ends up dead. Complicating matters is the return of the blackouts so the writer doesn't know if he's the killer or not.<br /><br />Okay thriller is much too leisurely to be fully enjoyed. There are too many musical numbers early on and too much dead time when things are all talk in the middle and later sections. The acting is fine and the sets quite good but there is a reason why most people I know only remember the top hatted killer, he's the most interesting thing in this film. despite its short running time (just over an hour) I think the reason that this film was rarely seen on TV was that after 20 minutes you begin to lose patience with it. As good as the talk is, I just wished someone would do something. When it finally did happen, in the closing minutes, it was too little too late..<br /><br />Take a pass."
1,Ya. That is what I think. Sure it was still a great show with John in it but I personally think that it is way better without.<br /><br />I love having C.J. and Grandpa living at the house because they are so funny together.<br /><br />When John was still around I really didn't laugh as much as I do now.<br /><br />It is too bad that no more are being made. ( I don't think...) because I would love to see some new material.<br /><br />My favorite character must be Rory. poor Rory is almost always left out. It is always about Bridget or Carrie. WHAT ABOUT RORY!!!??? Honestly this is a great show and to any one who has never watched it you must go and watch it. I almost guarantee you will laugh. well even chuckle.
0,"This movie is a terrible waste of time. Although it is only an hour and a half long it feels somewhere close to 4. I have never seen a movie move so slowly and so without a purpose. This is also a ""horror"" film that takes place a lot of the time during daylight. My friend and I laughed an insane amount of times when we were probably supposed to be scared.<br /><br />The only thing we want to know is why such a terrible movie was released in so many countries. It cannot be that high in demand. <br /><br />The supermodel Nicole Petty should stick to modeling because although she is beautiful she lost her accent so many times in this movie, half of the time she is British and half the time she is American."
1,"Deanna Durbin, Nan Grey and Barbara Read are ""Three Smart Girls"" in this Universal film from 1936, which introduces Deanna Durbin to film audiences. It also stars Ray Milland, Mischa Auer, Charles Winninger, John King, Binnie Barnes and Alice Brady. It's a sweet story about three young women, now living in Switzerland with their divorced mother, who hear their father (Winninger) is marrying again. Not having seen him in 10 years and knowing their mother still loves him, they board a ship to America, with the help of the housekeeper/nanny, determined to stop the wedding. Realizing that the intended, called ""Precious"" (Barnes) is nothing but a gold-digger aided and abetted by her mother (Brady), they arrange for her to be introduced to a wealthy Count. This is arranged by their father's accountant (King). The man he chooses is a full-time drunk (Auer), but the girls mistake him for an actual wealthy count (Milland). What a mess.<br /><br />This is a delightful film, not cloying or overly sugary at all, with some nice performances, particularly by Auer, Milland, Barnes and Brady. The young women are pretty and all do good work. The emphasis, of course, is on young Durbin, who is a natural actress and a beautifully-trained singer. In fact, her voice as a youngster is much more even than it would be as an adult - she has no trouble with the high notes, as she did later on because she put too much weight in the middle voice. She sings a delightful ""Il Bacio"" in a police station.<br /><br />One of the nicest things about the film is to see the father, played by Charles Winninger, not want his children around - until he sees them and gets to know them. Barnes as the gold-digger isn't all that young, but the girls' mother looks way up there, so the inference probably was the older man seeking his youth with a younger, more glamorous woman. In fact, he finds the youth he was seeking in his daughters.<br /><br />Universal gives Durbin the big star buildup here - she has the final shot in the movie. Ray Milland at this point was still paying his dues, and it will probably be a surprise even to film fans how young and attractive he is.<br /><br />Very entertaining and of course, this led to a sequel and big stardom for Deanna."
1,"Being the prototype of the classical Errol Flynn adventure movie and having a good story as well as two more brilliant co-stars in Maureen O'Hara (what an exquisite beauty!) and Anthony Quinn, I can only recommend this movie to all those having even the slightest liking for romance and adventure.<br /><br />Hollywood at its best!"
1,"I watched The Babysitter as part of BCI Eclipse' Drive-in Cult Classics (featuring Crown International Pictures releases) on DVD. I think it is a very good film.<br /><br />This movie packs a lot of story into a very short time. You have hippies, rock music, bikers, lesbians, sexual impropriety, blackmail, and murder, all in one spot! <br /><br />The lead actors do a credible job. And, I found the intricately woven plot to be believable and interesting.<br /><br />However, the supporting cast, primarily the bikers, delivers a stilted performance, particularly when asked to deliver lines with more than just a few words. Perhaps they used real bikers, instead of actors. A couple of the characters, in particular, were exceptionally believable.<br /><br />The musical score is absolutely spot-on, for the times, the tempo, and for moving the story forward. I found the music a real treat. I noticed in the opening credits that the movie featured the music of ""The Food,"" I googled them; but, couldn't find anything...<br /><br />In any case, George E. Carey who wrote, produced and starred in this movie liked the idea so much (of a wayward married man brought to redemption through trials and tribulation; and, a little help - of course) that he wrote, produced and starred in ""Weekend with the Babysitter."""
1,"On paper, this movie would sound incredibly boring. The idea of a 75-year-old man traveling the country-side on a riding mower certainly doesn't have much appeal to it, but the real power behind the film is its charm and its intelligence. Writers will not find a better study of what makes a movie work than ""The Straight Story.""<br /><br />The perfect example of this is a scene in which Alvin meets a runaway teenage girl. She's pregnant and afraid of what her parents would do if they found out. Alvin tells her a story about his own kids, long ago. He had them each take a stick and break it, which they could easily do. Then he had them bundle the sticks and try to break them. ""That bundle,"" he said, ""is family."" So many other movies would feel compelled to continue and make sure we knew that an individual could be broken but together the members were stronger. ""The Straight Story"" realizes that we're smart enough to understand this and simply leaves us to contemplate the thought and draw our own conclusions.<br /><br />Alvin's journey across Iowa is full of such refreshingly un-Hollywood character interactions. Each interaction is full of warmth and humor, and Alvin is so cute riding his mower that we can't help but smile as he makes his way to Wisconsin to make peace with his brother, Lyle, who has suffered a stroke. And the simplicity of the final scene emphasizes that the real story here is not the destination but the journey. It's a journey in which Alvin shares his life with everyone he meets--to their benefit and ours. It's a slow, simple, relaxing ride meant to remind us of all that we've lost with the urbanization of America.<br /><br />""The Straight Story"" is the rare live-action ""G""-rated movie that truly should not be missed. Grade: A"
0,"I can't figure out how anyone can get a budget for a movie this bad. It's like the TV station are desperate for anything, anything at all. They're buried underneath a bunch of snow, the electricity constantly flashes on and off, yet magically there is a background light that stays constant. Where does all this (fake) light come from? That, and all that stupid bickering between the characters. They seem to be more interested in complaining to each other than trying to invent ways to survive. It tries to create that feel of emergency and people helping. But because it's such bad directing and acting, you will not your Florence Nightingale fix with this flick, sorry. I'm joining the negative feedback, and I concur that this is one of the worst movies ever."
1,"All of those who voted less than 5 are obviously not fans of clean, tongue-in-cheek humor. Keaton is brilliant in this - as in most of his work. This is not a blockbuster, bigger-than-life affair. This is campy, slapstick humor played out by some of Hollywood's best (and very versatile) actors. Piscopo was equally on the mark as the top dog wannabee, once.<br /><br />If you want to see the funniest attempt at not really cussing ever filmed, you gotta see Dimitri do his piece as Morone.<br /><br />I gave it a 7."
0,"At first glance this documentary/fiction/cartoon is quite entertaining and thought provoking. Of course, when something provokes thought, it can then be scrutinized. The reality is this movie combines metaphysics with innuendo and baseless conclusions. The link that ""What the Bleep..."" would have you see between science and spirituality is, in fact, not rooted in science at all. The Transcendental Meditation study mentioned in the film claims that meditation by a group can reduce crime in a given area, Washington D.C. in this case. In reality the HRA (Homicides, Rapes, and Assaults) crime rate was about 30% higher in 1993 than the average crime rate between 19881992. There was absolutely no decrease in the homicide rate during the study. In fact, each and every claim that links metaphysics to science can and has been debunked.<br /><br />My conclusion from this information is that this movie is either a poor attempt to indoctrinate people or a joke. Either way, I suggest that you do not waste your time.<br /><br />If you are looking for a long winded movie about science that could provoke thoughts, you might consider Mindwalk (1990)."
0,"""Plants are the most cunning and vicious of all life forms"", informs one dopey would-be victim in ""The Seedpeople"", a silly, flaccid remake of ""Invasion of the Bodysnatchers"", ""Day of the Triffids"", and about a thousand udder moovies. And why are seeds moore dangerous than plants, one might ask? Because, according to the same dolt, ""seeds can chase us"". Yes, I can remember one horrifying incident when the MooCow was just a calf, being chased all the way home from school by ravenous dandylion seed... Yeah, right. Unfortunately, the ""monsters"" in this seedy little turkey kind of look like shaggy little muppets, some of which roll around like evil tumbleweeds, others which sail about on strings. There's not even the tiniest inkling of terror or suspense to be found here. For reasons left unexplained, the seed monsters are knocked out by 50 volt ultra-violet lights, even though they can walk about in the daylight, which has about 1,000,000,000,000 times more uv energy. As you can see, not much thought was put into this cow flop. The MooCow says go weed yer garden instead of wasting your photosynthesis here. :=8P"
1,"This film is wonderful in every way that modern action adventures are not. Take some time. Relax, enjoy. Think. People who see this movie as slow or plodding or dull really need to take a week off and watch it several times until their short attention span mind comes to grips with the possibility of being involved with a cause or even beautiful story in a beautiful place for no other reason than because it isn't hurrying to make the points you so emphatically need it to make in the short time alloted. At first I was apprehensive of Brosnan playing a native American. Given the story line though, I think it was apt casting. Now, back to my hermiting. -Jahfre"
0,"Sorry did i miss something? did i walk out early? The first ten minutes of unusual (and untrue!) stories had me thinking ""This is going to be a classic"" But it was all down hill from there! The acting was brilliant, for what it's worth William H Macy is fantastic and just gets better and better every film i watch him in. But it never seemed to connect. I was waiting for the big moment where all the stories inter connect and then suddenly..it rains frog?? it was if the writer said ""i've gone to deep how can i pull all these stories together cleverely....Oh sod it i'll just have it raining frogs"". I like clever movies, i like strange movies but this was just odd and boring. 4/10"
1,"Bette Davis' electrifying performance is such that it is hard to remember the other female players. They were as perfect in their parts as Davis was in hers - they just didn't have as much to do. Some of the reviewers felt that the book was so much better - it was but to give the film it's due, to condense a 600 page book down to 83 minutes is no mean feat. The first part of the book didn't even make it to the screen - it told of Phillip's childhood, then moved to Germany and Paris, where Phillip had gone to try to make good as an artist. It also chronicles his first romance - with Fanny Price, who kills herself when she realises Phillip cannot return her feelings of love. It is a wonderful book but rambling and I think that anyone who does not think too highly of the film should read the book and will realise how good the film is.<br /><br />After realising that he will only ever be a mediocre painter, Phillip Carey (Leslie Howard) comes back to England hoping to take up medicine. When out at a tearoom he meets a sullen waitress, Mildred (Bette Davis). Even though she has no interest in him and basically treats him like dirt, Phillip is obsessed. It is so hard to watch his efforts at trying to find any civility in this vicious shrew. In one scene she promises to meet him in a second class railway waiting room, when they almost miss each other, she berates him with ""why would I wait in a second class waiting room when there is a first class one available"". You just want to shake him. The only time she is pleasant to him is when she tells him she is going to marry another man, a coarse sales- man, Emile Miller (Alan Hale). With Mildred out of the picture, he meets Nora (Kay Johnson) a lovely woman, who writes romantic novels under a male pseudonym. She jokes about the popularity the books enjoy among servants (in the novel he had seen Mildred reading them.) Nora gives Phillip all the love and confidence he needs but he is incapable of returning her love. When Mildred returns (Miller didn't marry her and she is having a baby), of course he takes care of her and helps her with the baby (in the film it is treated as an object - always called ""baby"", never given a name or gender) - she repays him by running off with his best friend.<br /><br />At the hospital he meets Sally Athelny (Frances Dee) who is visiting her sick father. He begins to visit her home and for the first time in his life gets a sense of family. Then surprise! surprise! Mildred returns like a bad penny and surprise! Philip takes her in. But he has changed and feels only disgust when she tries to show gratitude the only way she knows how. Then follows one of the most vicious, verbal fights on film with phrases such as ""you cad, you dirty swine"", ""I only kissed you because you begged me"" and ""when you went I wiped my mouth, I WIPED MY MOUTH""!!! In the book a lot of Mildred's stock phrases such as ""you're a gentleman in every sense of the word"", ""I don't mind"", and ""Mr. High and Mighty"" were associated with prostitutes and when Phillip meets her for the first time he is struck by that.<br /><br />The end of the film shows Phillip (being truly free of Mildred in the only way possible) now free to love Sally. Again in the book Sally tells Phillip that she thinks she is having a baby but that just makes him more sure of his love. That ending, like Mildred's ""sickness"" could not be in the film - even a pre-code one.<br /><br />Kay Johnson was always called on to play sensible, believable women - which she played to perfection as she was obviously sensible herself. Her Nora was the woman Philip should have stayed with. Frances Dee was one of the most beautiful of screen ingenues. She was obviously being groomed for stardom with some roles that proved she was not just a pretty face (""The Silver Cord"" and ""Blood Money"") but when she married Joel McCrea her career started to peter out. Her Sally did not push her talent to the limits. Apparently Leslie Howard was not very helpful to Bette Davis on the set - he was annoyed that an English actress was not given the part. He used to throw her her lines ""whilst reading a book off camera"". He did start to take an interest when a newspaper reported ""the kid was running away with the picture""!!!<br /><br />Highly, Highly Recommended."
0,"Greg Davis and Bryan Daly take some crazed statements by a terrorists, add some commentary by a bunch of uber-right reactionaries, ascribe the most extreme positions of the most fundamentalist Moslems on the planet to everyone who calls themselves a Moslem, and presents this as the theology of Islam. Maybe their next film will involve interviewing Fred Phelps and the congregation of the Westboro Baptist Church, adding commentary by some militant atheist ""scholars, and call their film ""What the World Needs to Know About Christianity."" Ultimately, this film suffers from both poor production values and lack of attention to the most basic standards of journalism. Don't waste your time and money; just turn on your AM radio and listen to Rush Limbaugh for a couple of days for free and you'll get the same message with the same level of intellectual analysis."
1,"MULHOLLAND DRIVE made me the definitive fan of David Lynch. He's a modern genius, because he's not only a film-maker. His stories and his style have a spell that cross the screen. So THE STRAIGHT STORY was quite a surprise to me, with its easy to follow storyline and sunny sets. Still, Lynch is there, and, while this is far from his best, it's a film not to be missed. Late Richard Farnsworth's performance is one of the reasons.<br /><br />8/10"
1,"This movie kept me constantly entertained. In comparing this to Serial Mom, Mr. Waters has gone back to his grittier side. This is not nearly as polished.<br /><br />There is a dark side here. A message about how success and fame changes a person -- but more importantly how it changes the people around you.<br /><br />There is not a false moment in this film.<br /><br />The characters are somewhat cartoonish... but I want to believe that is what Mr. Waters is trying to achieve.<br /><br />It is fascinating to watch how Mr. Waters has evolved... This is truly his finest work."
1,"I first saw Rob Roy twelve years ago. With little money for entertainment, I rented it for my fiancé and I to watch on a bone chilling winter's night. The movie I had wanted was gone, so I rented this instead, not expecting much, and was very much surprised with how good it was. I just recently watched it again, and loved it every bit as much as the first time. <br /><br />For those unfamiliar with the story, it's about Scottish outlaw Robert Roy MacGregor, a cattleman and folk hero. From the little I know about the man and his story, liberties have been taken with the facts, but it's a movie, not a textbook, and so the filmmakers can be excused. Basically, the plot of the movie is that Rob Roy borrows money from the Marquis of Montrose to buy cattle which he then intends to sell and reap a large profit from. But, his plan is foiled when the friend entrusted with the money is robbed of the cash and murdered in the forest. Our hero finds himself on the run after failing to settle the matter with the Marquis, and Mary, his wife, suffers a sadistic rape at the hands of Archibald Cunningham, a smarmy Englishman with no soul. Atrocities ensue, until, in an immensely satisfying conclusion, Rob carves Archibald up like a Christmas turkey. <br /><br />There are many great performances in this movie, but allow me to touch specifically on a few. Liam Neeson, as usual, is fantastic, a sexy beast you can't take your eyes off of. Honestly, this man is like ice cream: even when he's bad he's good. His Rob Roy is an honourable man struggling to provide for those who depend on him, in the best way he knows how. Jessica Lange, as Mary, gives this woman a fierceness which is a nice change from the simpering, dull movie wives audiences are usually forced to endure. You just know she doesn't take any b.s from Rob, or anyone else for that matter. Tim Roth is completely over the top with his portrayal of the evil Archibald, yet somehow, it works. All the posturing and preening, combined with some wicked dialogue, result in one of the most memorable movie villains in recent memory. Combine all of this, and the stellar work by other supporting players, with the luscious scenery of Scotland, and you have what amounts to one really, really cool movie. If you haven't seen this, I highly recommend that you do."
1,"Why are the previews so blah for a movie that is so awesome!! Everyone should know what an excellent movie this is. It is engaging and funny from moment one, original, and well-acted. I wish the movie was doing itself as good press as it deserves!<br /><br />For anyone that loved The Princess Bride, Labyrinth, and other truly funny and original fantasy adventure, this is one of the great ones. Robert DeNiro is hysterical. Relative newcomer Charlie Cox is an incredible leading man. Claire Danes is fantastic as always. Michelle Pfiefer is making quite a splash with her recent returns to the screen. There are also a lot of wonderful moments from minor characters...even down to facial expressions."
0,"Why watch this? There is only one reason and that is for the greatness of John Saxon. I love his acting. My most favorite appearances by him are in Nightmare On Elm Street 1,3, and 7 as Nancy's father a cop, Black Christmas as a cop, and From Dusk Till Dawn again as a cop. When I was rummaging through my local mall video outlet I came across the film Zombie Death House and I quickly tossed it back but before moving on I noticed that John Saxon was not only an actor in this film but for the first time that I have ever heard of a director. This intrigued me (Also the cheap $9.00 price tag) and I and I had to have it. Upon coming home I realized that this film did not live up to Saxon's other work even his acting, which may have been muddled by the added pressures of directing. But it was not just him the other actors sucked too. It seemed as if they had all been pulled out of a recent porno shoot and told now guys you really have to act. The film even looks of 80's porn quality. I cannot in good faith recommend this film to casual viewers, but if you are an obsessed fan of the 80's who missed out on the culture that came from that era by being born to late, or a fan of crap films than this one is for. Also if you dig John Saxon as I do."
1,"It' just funny, watch it!!! <br /><br />OK they want 10 lines so there: This is a spoof of 50s/70s werewolf movies. Lots of satire, some political. Feels like an early Clouseau movie (probably due to Alan Arkin), but with less slap stick. If you like the Naked Guns movies you'll like this too (once again less slapstick in this one). <br /><br />Actually, the humor ranges from light sexual innuendo (unavoidable in a teen comedy), to really poignant socio-political satire. The transformation of the Moon High School from 50s to 70s is really funny. The sequence with the changing presidential portraits is brilliant! OK maybe not brilliant but still hilarious. There are tons of (histarical) cracks starting from the 50s cold war paranoia and the late 70s inflation.<br /><br />Anyway, just watch the movie if you get a chance!"
1,"Years ago I did follow a soap on TV. So I was curious about this movie, and I was so rewarded for finding it. It's a marvelous spoof of soaps, with jealousies, the usual actors' insecurities, and all sorts of lovely excesses. But more than anything - an amazing cast and an incredible script. How did someone get all those top-notch actors to play in such a silly sort of movie? And how did this little movie get writers to write the perfect lines? I never hear anyone talk about this movie or even admit hearing of it, but it's marvelous and I highly recommend seeing it. Sometimes I'll throw it on while doing housecleaning, and end up sitting on the couch, watching, laughing and thoroughly enjoying the whole wonderful thing. Many congrats to all who made it."
1,I enjoyed this film very much.Tobey Maguire gives a terrific performance as Jake. He has got to be one of the best actors I have seen. And I was surprised there were so many humorous lines throughout the film. He was extremely good at this too although I have never seen him deliver a comic line before. The film gets you involved with the characters and really makes you wonder what is to become of them all. I did not know what to expect from Jewel's performance but I think she did rather well. Lots of exciting scenes. A thoroughly good ride. I am absolutely a fan of Maguire's. Check out Cider House Rules. One of the all time Best Ever.
1,"In this documentary we meet Roger, the rich manager of a factory in China that makes beads and other trinkets sold and traded at Mardi Gras in New Orleans. Roger claims the factory girls love their work and are grateful for the opportunities it provides, but interviews with four of them tell quite another story. The girls' bleak lives are shown in stark contrast to the bizarre excesses of Mardi Gras itself. Filmmaker David Redmon should be lauded for getting excellent and rare footage of everyday life inside a Chinese factory compound, and for landing a revealing on-camera interview with the head of the U.S. company that imports and sells the beads. The movie is compellingly told and clearly serves its purpose as a window into what lies behind those ubiquitous ""Made in China"" labels."
0,"Today, I visited an Athenean Cinema with my two kids (6 & 8 years old), payed 3 x 12 euros (about 45 US $ total) not to mention gas, popcorn & soda, was asked to return my 3d special glasses after leaving the theater and was ""forced"" to watch what could have been a great 3d movie masterpiece but only proved to be a sick ""cold war like"" propaganda movie, like none I have seen during the last 20 years... AND THIS IS SUPPOSED TO BE A MOVIE FOR CHILDREN... IN HEAVEN'S NAME! <br /><br />PS 1: The average working Greek makes no more than 850 Euros a month (approxiamtely 1050 US $) <br /><br />PS 2 My kids liked it... but then again they are no more than babies >in Greek: mora, morons > like the one who wrote the script & the others who made this ""3d disgrace"" happen.<br /><br />PS 3 3D animation is fantastic but who gives a ....!"
1,"The title says it all.<br /><br />I'm not a film critic nor will I act like the rest of the snobbish people commenting on this movie.<br /><br />Obviously this movie didn't have a multi-million dollar budget, but the plot was very well done, the acting was awesome and the cinematography was great! It looked like you all had a lot of fun making this movie! I voted 9 out of 10 as the sound was strong on only one channel instead of both, but I imagine this might have been an error in the recording of the DVD.<br /><br />I'll definitely be checking out other movies produced by Brain Damage Films! <br /><br />Dylan O'Leary, cast and crew, I thank you!"
